Tomorrow_Direction,Date,Open,High,Low,Close,Volume,Range,ROC,Weekly_ROC,Standardized_Range_20,Standardized_ROC_20,Standardized_Weekly_ROC_20,Stochastic_20,Standardized_Close_20,Standardized_Volume_20,Day_of_Week,MACD_20_50,ADX_20
1,2012.02.02,1.31697,1.31959,1.30854,1.31446,83784,0.0084445,-0.0019059,0.0030677,-0.6498405,-0.6052592,-0.1148349,0.8548202,1.1357502,0.2790995,4,-0.00811895,34.58705944
1,2012.02.03,1.31445,1.31989,1.30657,1.31561,80714,0.0101946,0.0008825,-0.004442,-0.1662269,-0.2158084,-0.688403,0.8737067,1.0833808,-0.3465665,5,-0.0070661,34.34960525
1,2012.02.06,1.31211,1.31409,1.30278,1.3123,83160,0.0086814,0.0001448,-0.0013242,-0.5887808,-0.2933321,-0.5314693,0.8193464,0.8201617,0.1200022,1,-0.00630992,32.8475944
-1,2012.02.07,1.31229,1.32692,1.30891,1.32613,88933,0.0137595,0.0105464,0.0132334,0.7827115,1.3203077,0.4454685,0.9877538,1.3941556,1.1370619,2,-0.00485423,33.15023785
1,2012.02.08,1.32612,1.32878,1.32207,1.32508,83107,0.0050754,-0.0007842,0.0061581,-1.6055707,-0.564955,-0.2596367,0.9442519,1.2252095,-0.0052146,3,-0.00362952,33.93816737
-1,2012.02.09,1.32507,1.33199,1.32148,1.32847,87966,0.0079532,0.0025659,0.0106661,-0.750594,0.0438883,0.1197293,0.9494108,1.2662217,0.8967456,4,-0.00236143,35.17089447
-1,2012.02.10,1.32846,1.32901,1.31551,1.31957,83812,0.0102622,-0.006692,0.0056855,0.0151086,-1.7029779,-0.3916348,0.8211663,0.7306384,0.1682955,5,-0.00174889,34.47090715
-1,2012.02.13,1.3238,1.32833,1.31685,1.31731,80614,0.0087178,-0.0049026,0.0038254,-0.6302593,-1.2616275,-0.6935991,0.7812547,0.5420568,-0.6644643,1,-0.00133649,33.83758529
-1,2012.02.14,1.3173,1.32154,1.308,1.31278,88156,0.0103517,-0.0034313,-0.0100594,0.0208083,-0.9059042,-1.9774403,0.6722961,0.1007187,1.1176013,2,-0.00122679,30.95370043
1,2012.02.15,1.31277,1.31902,1.30442,1.30592,92272,0.0111927,-0.005218,-0.0144521,0.3259606,-1.109528,-2.011678,0.4578915,-0.7124118,2.0126761,3,-0.00151117,28.38663397
1,2012.02.16,1.30592,1.31572,1.29745,1.31303,91906,0.0140815,0.0054444,-0.011615,1.2851888,0.8570539,-1.5516264,0.568306,-0.0538528,1.737403,4,-0.00135441,27.08336446
1,2012.02.17,1.31303,1.31964,1.31148,1.31418,74619,0.006222,0.0008758,-0.007267,-1.4770887,-0.0245838,-1.0894554,0.59449,-0.0522932,-1.8383264,5,-0.00114865,24.57111612
-1,2012.02.20,1.32026,1.32762,1.31821,1.32332,68034,0.0071385,0.0023177,0.00457,-1.0462083,0.3503744,-0.0229983,0.7772354,1.1289307,-2.4923773,1,-0.00045346,23.76433309
1,2012.02.21,1.3233,1.32922,1.31865,1.3232,89333,0.0080158,-0.0000756,0.007945,-0.7313761,-0.1261939,0.379865,0.7741521,1.038387,0.9593648,2,0.00014583,23.36886236
1,2012.02.22,1.32318,1.32652,1.3211,1.32476,81678,0.0041026,0.0011941,0.0144266,-1.8457234,0.1805198,1.0735518,0.7906775,1.1617425,-0.3233071,3,0.00075363,23.01105551
1,2012.02.23,1.32476,1.33776,1.32309,1.33738,76951,0.0110877,0.0095263,0.0185449,0.4398901,1.687284,1.3899721,0.9905731,2.4768514,-1.1310873,4,0.00198617,24.26148825
-1,2012.02.24,1.33736,1.34856,1.33569,1.34478,72768,0.0096355,0.0055482,0.0185721,-0.015703,0.9903675,1.5420015,0.9260419,2.6184111,-1.6193371,5,0.00346474,26.60490944
1,2012.02.27,1.34595,1.34707,1.33662,1.33939,81655,0.0078182,-0.0048739,0.012159,-0.5863591,-1.1278963,0.8492595,0.8205831,1.7633943,-0.2338522,1,0.00443513,28.72514766
-1,2012.02.28,1.33938,1.34703,1.33896,1.34583,84016,0.0060271,0.0048157,0.0171179,-1.0910775,0.7606813,1.2414947,0.9465858,2.0232652,0.1516848,2,0.00562289,30.64345843
-1,2012.02.29,1.34584,1.34851,1.33145,1.33232,87549,0.0128131,-0.0100458,0.0057067,1.3724512,-1.9480893,0.1072649,0.682254,0.7507575,0.7089031,3,0.00587753,30.62530609
-1,2012.03.01,1.33227,1.33559,1.32825,1.33161,81634,0.0055261,-0.0004954,-0.0042995,-1.2026525,-0.163131,-0.8333402,0.6683624,0.6179211,-0.2062865,4,0.00603715,29.12726727
1,2012.03.02,1.3316,1.3332,1.31876,1.31979,76894,0.0109497,-0.008869,-0.0194361,0.6931227,-1.5421341,-2.0091339,0.4370965,-0.4554066,-0.9046381,5,0.00549118,26.74838442
-1,2012.03.05,1.31953,1.32394,1.316,1.32158,77212,0.0060334,0.0015536,-0.0132897,-0.9572898,0.282055,-1.351553,0.472119,-0.3476014,-0.7953892,1,0.00509635,25.40249645
1,2012.03.06,1.32157,1.32252,1.3103,1.31134,81954,0.0093261,-0.0077408,-0.0256345,0.2631729,-1.2661191,-1.9996903,0.2717668,-1.1818637,-0.0237773,2,0.00416042,25.14886488
1,2012.03.07,1.31135,1.31636,1.30961,1.31503,76652,0.0051542,0.0028063,-0.0129403,-1.2881126,0.6627662,-0.9528524,0.343964,-0.7935091,-0.7868158,3,0.00353802,25.12021927
-1,2012.03.08,1.31503,1.32904,1.31349,1.3276,78295,0.0118387,0.0095587,-0.0030039,1.0881294,1.7071836,-0.1743918,0.5899041,0.3129493,-0.4697825,4,0.00368797,22.78799836
1,2012.03.09,1.32759,1.32766,1.30966,1.31221,74656,0.013744,-0.0115849,-0.0055474,1.5975626,-1.7532129,-0.3237172,0.2887889,-0.9830045,-0.9468095,5,0.00294236,21.17924853
-1,2012.03.12,1.3116,1.31581,1.30786,1.31547,70958,0.0060786,0.0029506,-0.0046157,-0.9118318,0.5232947,-0.2227079,0.3525729,-0.6918724,-1.3628874,1,0.00246586,20.24936785
-1,2012.03.13,1.31547,1.31905,1.30516,1.30816,74602,0.0106424,-0.0055569,-0.0024326,0.5796908,-0.8245905,-0.088097,0.209548,-1.2672533,-0.7518676,2,0.00163291,18.74374673
1,2012.03.14,1.30816,1.30901,1.30106,1.30299,71912,0.0061104,-0.0039521,-0.0091557,-0.8183941,-0.5826087,-0.6306468,0.1083937,-1.6534024,-1.0757691,3,0.00061311,18.58908071
1,2012.03.15,1.303,1.31184,1.30032,1.30715,75314,0.0088594,0.003185,-0.0153963,0.1808344,0.5922221,-1.0832438,0.1415837,-1.2557119,-0.4599151,4,-0.00004262,17.72082418
1,2012.03.16,1.30715,1.31862,1.30484,1.31735,66309,0.0105607,0.0078032,0.004384,0.7158388,1.2354027,0.3822396,0.3530265,-0.4588791,-1.8440951,5,-0.00004104,16.44766633
-1,2012.03.19,1.31797,1.32642,1.31415,1.32345,61597,0.0093368,0.0041579,0.0060663,0.2368662,0.6459453,0.5037581,0.4794776,0.0305621,-2.317673,1,0.00030222,16.6875497
-1,2012.03.20,1.32345,1.32512,1.3172,1.3229,66865,0.0060128,-0.0004156,0.0112677,-0.910937,-0.0611078,0.8786953,0.4680763,-0.0124095,-1.4220439,2,0.00056866,16.90458703
-1,2012.03.21,1.32289,1.3284,1.3178,1.32121,69814,0.0080437,-0.0012699,0.0139754,-0.2807148,-0.1745806,1.0868932,0.4330431,-0.1338977,-0.8699437,3,0.00070348,17.74371332
1,2012.03.22,1.3212,1.3254,1.31343,1.3198,74565,0.0091135,-0.0010596,0.0096775,0.168364,-0.063922,0.8286616,0.4038143,-0.1834138,-0.1089292,4,0.00073905,17.32997335
1,2012.03.23,1.31981,1.32916,1.31906,1.3269,68511,0.007657,0.005372,0.0067756,-0.3604401,1.0058565,0.6839305,0.5515667,0.5364853,-0.9986052,5,0.00116498,17.77574571
-1,2012.03.26,1.3268,1.33667,1.31919,1.33561,70754,0.0132506,0.00664,0.0091881,1.5917801,1.0976515,0.9094763,0.7323096,1.400112,-0.5839903,1,0.00201883,19.01509745
-1,2012.03.27,1.3356,1.33848,1.33126,1.33181,66203,0.0054234,-0.0028377,0.0067428,-1.215399,-0.3872634,0.790351,0.6534551,1.2711725,-1.182791,2,0.00254064,20.58252154
-1,2012.03.28,1.3318,1.3372,1.3277,1.33146,71717,0.0071552,-0.0002553,0.0077657,-0.5217877,-0.0452578,0.8660229,0.8160377,1.2454684,-0.2065982,3,0.00296514,20.70308979
1,2012.03.29,1.33147,1.33449,1.32518,1.32987,71149,0.0070255,-0.0012017,0.0076223,-0.6149437,-0.2068871,0.7874607,0.7743711,1.0926516,-0.2327172,4,0.003234,19.9496926
-1,2012.03.30,1.32988,1.33755,1.32975,1.33408,68332,0.0058658,0.0031582,0.0054869,-0.9619651,0.4916697,0.5259553,0.884696,1.4001379,-0.7242851,5,0.0036915,20.1516833
-1,2012.04.02,1.33562,1.33801,1.32781,1.33167,67768,0.0076818,-0.0029574,-0.0029425,-0.2998056,-0.6192505,-0.3211127,0.8215409,1.058619,-0.7567379,1,0.00394039,19.7074021
-1,2012.04.03,1.33166,1.3367,1.32128,1.32347,75163,0.0116705,-0.0061502,-0.0062547,1.1789035,-1.2613687,-0.8956016,0.6066562,0.1640022,0.9746815,2,0.00368264,18.01665016
-1,2012.04.04,1.32346,1.32372,1.31069,1.31393,79404,0.0099413,-0.0072008,-0.0131734,0.4514429,-1.3082248,-1.7066589,0.3566562,-0.8289182,1.8474103,3,0.00291038,18.04764642
1,2012.04.05,1.31396,1.31636,1.30346,1.30635,70589,0.0098967,-0.0057917,-0.0176933,0.4890758,-0.9727132,-1.9310993,0.1580189,-1.4361733,-0.0534495,4,0.00180355,19.10024978
1,2012.04.06,1.30634,1.31115,1.30506,1.30911,40496,0.0046665,0.0021204,-0.0198485,-1.5629048,0.5141038,-1.8882574,0.2303459,-1.1281379,-3.6484855,5,0.00098929,20.05260521
-1,2012.04.09,1.30961,1.3133,1.3033,1.31088,48962,0.0076728,0.0009698,-0.0156046,-0.2930439,0.2805825,-1.3609524,0.2767296,-0.916989,-2.1107718,1,0.00037693,20.19932087
1,2012.04.10,1.31086,1.31436,1.30538,1.30815,79254,0.0068792,-0.0020673,-0.0115682,-0.5753566,-0.4674008,-0.9289347,0.2051887,-1.1796235,1.1905735,2,-0.00030973,19.93738023
1,2012.04.11,1.30815,1.31564,1.30659,1.31096,75140,0.0069264,0.0021481,-0.0022832,-0.5810243,0.4639326,-0.1347331,0.278826,-1.0020963,0.7212586,3,-0.00074805,19.21731245
-1,2012.04.12,1.31095,1.32122,1.31018,1.31864,76970,0.0084263,0.005866,0.0094156,0.1233767,1.2815584,0.8347654,0.4360432,-0.2944131,0.9012043,4,-0.00069603,17.76794897
1,2012.04.13,1.31863,1.32001,1.30691,1.30764,72950,0.0100236,-0.0083344,-0.0015043,0.8883864,-1.8133513,-0.1550168,0.1233655,-1.3566945,0.4376479,5,-0.00126445,16.42469989
-1,2012.04.16,1.3069,1.31466,1.29945,1.31313,82170,0.011705,0.004767,0.0017317,1.5279636,1.1851262,0.1687375,0.3504996,-0.7322237,1.2650184,1,-0.00144629,16.47497669
-1,2012.04.17,1.31314,1.31717,1.30899,1.31271,74122,0.0062491,-0.0003275,0.0034858,-0.8961062,0.0212615,0.3811584,0.3397387,-0.7141764,0.4014133,2,-0.00162248,15.55056619
1,2012.04.18,1.31271,1.31402,1.30577,1.31181,75476,0.0063181,-0.0006856,0.000656,-0.8119986,-0.067218,0.1815559,0.3166795,-0.7456901,0.5074289,3,-0.00182001,15.68262926
1,2012.04.19,1.31182,1.31648,1.30697,1.31343,78863,0.0072764,0.0012273,-0.0039435,-0.3538041,0.3427922,-0.2273887,0.358186,-0.5505565,0.818287,4,-0.00189415,14.97816986
-1,2012.04.20,1.31343,1.32262,1.31284,1.3217,70194,0.0074495,0.0062965,0.0113245,-0.2732712,1.4650015,1.3283608,0.5700743,0.284547,-0.0591943,5,-0.00148823,14.47033997
1,2012.04.23,1.3192,1.32098,1.31042,1.31554,68704,0.0080585,-0.0027744,0.0018277,0.1252372,-0.4958783,0.4000485,0.412247,-0.2440129,-0.1982323,1,-0.00147491,13.39619385
1,2012.04.24,1.31553,1.32174,1.31445,1.31944,68753,0.005546,0.0029722,0.0051268,-1.1780387,0.8006581,0.7649628,0.5184129,0.2562645,-0.2070165,2,-0.00123933,12.70689857
-1,2012.04.25,1.31945,1.32356,1.3173,1.32224,72000,0.0047521,0.0021145,0.0079432,-1.4410617,0.5646138,1.0643971,0.591027,0.6726584,0.1185088,3,-0.00087306,12.85460861
1,2012.04.26,1.32222,1.32623,1.31806,1.31919,70652,0.0061985,-0.0022916,0.0043855,-0.7063776,-0.4540817,0.7125622,0.5119295,0.3926358,-0.0147101,4,-0.00072227,13.77906923
1,2012.04.27,1.31918,1.32695,1.31572,1.32514,73480,0.0085353,0.004518,0.0045027,0.3647192,1.1024601,0.7338882,0.6662344,1.3983585,0.2441255,5,-0.00025517,13.86976382
-1,2012.04.30,1.32408,1.3266,1.32078,1.32417,63196,0.0044065,0.000068,0.0065677,-1.4854307,0.0454682,0.8875134,0.6636242,1.4796577,-0.7583299,1,0.00009749,13.95182083
-1,2012.05.01,1.32416,1.32828,1.32039,1.32378,50158,0.0059755,-0.000287,0.0032817,-0.6928041,-0.1112261,0.4857283,0.8439126,1.4060412,-1.7645388,2,0.00038184,14.62587629
-1,2012.05.02,1.32376,1.32408,1.3123,1.31538,68200,0.0089766,-0.0063305,-0.0051731,0.8742401,-1.6398366,-0.4785023,0.5525494,-0.0150366,-0.0758725,3,0.000157,13.63254732
-1,2012.05.03,1.31539,1.31795,1.30963,1.31513,62752,0.0063529,-0.0001977,-0.0030701,-0.4189828,-0.1838424,-0.3617593,0.5438779,-0.1401525,-0.541607,4,-0.00005304,13.62054856
1,2012.05.04,1.31513,1.31775,1.30799,1.30832,62146,0.0074618,-0.0051782,-0.0119026,0.116453,-1.3535172,-1.6803079,0.3076656,-1.3460875,-0.8622196,5,-0.00061693,14.04832154
-1,2012.05.07,1.30245,1.3064,1.29546,1.30573,76110,0.0084449,0.0025183,-0.0139183,0.6532472,0.5866645,-2.0227182,0.312919,-1.6589057,0.6836424,1,-0.00124991,16.41963164
-1,2012.05.08,1.30574,1.30645,1.29821,1.29985,78330,0.0063472,-0.0045109,-0.0180622,-0.5233473,-1.1304887,-2.3349141,0.1337599,-2.2764922,0.9976298,2,-0.00212489,18.54196761
-1,2012.05.09,1.29987,1.30053,1.2911,1.2934,85681,0.0073038,-0.0049774,-0.0167175,0.007631,-1.1244895,-1.8631678,0.0618612,-2.5239026,1.7691099,3,-0.0032389,21.59243197
-1,2012.05.10,1.29341,1.29783,1.29244,1.29314,76964,0.0041704,-0.0002088,-0.0167208,-1.5518557,0.0949242,-1.6427116,0.0548682,-2.1026179,0.6782126,4,-0.00420976,24.35237591
-1,2012.05.11,1.29313,1.29569,1.29044,1.29162,74604,0.0040684,-0.0011677,-0.0083151,-1.4627773,-0.2715853,-0.6581321,0.0311839,-1.9525674,0.371387,5,-0.00512314,27.35197139
-1,2012.05.14,1.28872,1.29038,1.28207,1.28256,71904,0.0064817,-0.0047799,-0.0177524,-0.0255522,-1.1953695,-1.4979954,0.0106038,-2.2583216,0.1035842,1,-0.00640556,30.96359995
-1,2012.05.15,1.28257,1.28689,1.27215,1.27337,74081,0.0115867,-0.0071731,-0.0203867,2.6172187,-1.6549332,-1.5549313,0.0217353,-2.3608978,0.3895056,2,-0.00801126,34.7385797
-1,2012.05.16,1.27336,1.27579,1.26807,1.27158,81600,0.006088,-0.0013979,-0.0168779,-0.3732068,-0.08635,-1.0950312,0.058296,-2.0556013,1.2850359,3,-0.00947742,38.48301764
1,2012.05.17,1.27161,1.27488,1.26649,1.26812,78698,0.0066246,-0.0027446,-0.0193407,-0.0636863,-0.3988333,-1.2054617,0.0263797,-1.907331,0.9207427,4,-0.01091037,41.98012689
1,2012.05.18,1.26813,1.27933,1.26417,1.27783,84062,0.0119921,0.0076491,-0.0084502,2.3082776,2.3090511,-0.1280875,0.2130713,-1.2542909,1.4243362,5,-0.01157128,43.96280079
-1,2012.05.21,1.27767,1.2823,1.27248,1.28069,82078,0.0077172,0.0023637,-0.0014658,0.3530816,0.8507531,0.5849639,0.2576821,-1.002348,1.0770698,1,-0.01194236,44.59981453
-1,2012.05.22,1.28073,1.28168,1.26575,1.26798,81623,0.0125854,-0.0099553,-0.004225,2.1317716,-1.9585562,0.3707644,0.0594291,-1.4595606,0.9323737,2,-0.01293237,45.66163366
-1,2012.05.23,1.26799,1.26864,1.25449,1.25863,95304,0.0112795,-0.0073818,-0.0102075,1.4296988,-1.2177503,-0.1708886,0.0561052,-1.6824528,2.0603568,3,-0.01426847,47.36821067
-1,2012.05.24,1.25864,1.26188,1.25156,1.2536,92714,0.0082457,-0.0040043,-0.0114578,0.2027008,-0.4212774,-0.2369525,0.0265902,-1.6811614,1.5786359,4,-0.01565843,49.13853902
-1,2012.05.25,1.25359,1.26015,1.24964,1.25153,80013,0.0084104,-0.0016433,-0.0204591,0.27039,0.2012128,-1.2181814,0.0240336,-1.5937003,0.3700081,5,-0.01692418,50.88402248
-1,2012.05.28,1.25707,1.26235,1.25244,1.25394,65679,0.0079126,-0.0024899,-0.0209178,0.0046857,0.0259094,-1.2281193,0.0546796,-1.3630278,-0.9795131,1,-0.01782624,51.63832651
-1,2012.05.29,1.25393,1.2574,1.24609,1.24864,86677,0.0090764,-0.0042187,-0.0152604,0.4291681,-0.354403,-0.3582261,0.0326965,-1.4774568,0.9698015,2,-0.01884073,52.85569586
-1,2012.05.30,1.24865,1.24932,1.23608,1.23675,91346,0.0107113,-0.0095303,-0.0173918,1.0512845,-1.5539621,-0.6246517,0.0081837,-1.8059693,1.3359145,3,-0.02031835,54.52871733
1,2012.05.31,1.23676,1.24278,1.23362,1.23597,90493,0.0074253,-0.0006388,-0.0140556,-0.3196485,0.5532988,0.0254002,0.027933,-1.6750785,1.1574079,4,-0.02157063,56.21737234
1,2012.06.01,1.23594,1.24537,1.22882,1.24325,95563,0.0134682,0.0059145,-0.0109938,1.8574895,1.8021159,0.5755894,0.1858817,-1.2368678,1.6513126,5,-0.0221708,57.92755868
-1,2012.06.04,1.24371,1.25087,1.23854,1.24943,81685,0.0099553,0.0045991,-0.0035887,0.5128943,1.4517523,1.6825906,0.2654901,-0.8685413,-0.0964597,1,-0.0222635,57.73294206
1,2012.06.05,1.24943,1.25411,1.24099,1.24507,83091,0.0105722,-0.0034896,-0.0028671,0.6678487,-0.2584467,1.5802352,0.2266072,-1.0058128,0.0502311,2,-0.02250519,56.66050739
-1,2012.06.06,1.24507,1.25848,1.24404,1.2577,91707,0.0116073,0.010144,0.0169313,0.9571347,2.1412315,3.0851853,0.4184901,-0.2516708,1.0684937,3,-0.02192366,54.63566774
-1,2012.06.07,1.2577,1.26243,1.25397,1.25631,89930,0.0067466,-0.0011052,0.0164814,-0.9376323,0.0823154,2.385735,0.4110962,-0.2483868,0.7700485,4,-0.02141415,51.33120219
-1,2012.06.08,1.2563,1.25742,1.24352,1.2516,90408,0.0111779,-0.0037411,0.0063439,0.7438795,-0.3776424,1.3203978,0.3700455,-0.4725318,0.7462115,5,-0.02115512,49.62924399
1,2012.06.11,1.26478,1.26677,1.24637,1.24653,89699,0.0163675,-0.0144294,-0.0023211,2.4232823,-2.0014305,0.5025381,0.3049768,-0.7604689,0.5823227,1,-0.02113498,46.79065917
1,2012.06.12,1.24652,1.2528,1.24423,1.25045,89863,0.0068878,0.0031528,0.004321,-1.0594,0.7844359,0.9850794,0.4044503,-0.3882989,0.5291405,2,-0.02081893,44.66499543
1,2012.06.13,1.25045,1.26094,1.24733,1.25659,89681,0.0109113,0.0049102,-0.0008826,0.3619046,0.9919475,0.4604914,0.5192595,0.17391,0.4490415,3,-0.02012246,41.16481529
1,2012.06.14,1.25657,1.26354,1.25419,1.26281,87456,0.007455,0.0049659,0.0051819,-1.0231948,0.9185895,0.9131402,0.6355647,0.7380247,0.0738212,4,-0.01909341,37.3403737
-1,2012.06.15,1.2628,1.26643,1.25919,1.26361,80996,0.0057497,0.0006414,-0.0009251,-1.5016791,0.3163392,0.3180444,0.6505236,0.963667,-0.8402338,5,-0.01808276,34.57472141
1,2012.06.18,1.27371,1.27468,1.25569,1.25767,93228,0.0151232,-0.0125931,0.0089449,1.7650767,-1.6093207,1.1361361,0.5457813,0.6311821,0.8438384,1,-0.01746945,32.94404123
1,2012.06.19,1.25766,1.27297,1.25682,1.26877,88455,0.0128499,0.0088339,0.0146507,0.9599756,1.4821359,1.4631216,0.8711295,1.9382651,0.1106839,2,-0.01624922,31.46866392
-1,2012.06.20,1.26878,1.27418,1.26381,1.26974,88858,0.0082053,0.0007566,0.0104809,-0.6025737,0.2221181,1.0106383,0.8922809,1.8227177,0.22448,3,-0.01507347,30.38306339
1,2012.06.21,1.26975,1.27009,1.25317,1.25474,92236,0.0135018,-0.0118212,-0.0063826,1.1137699,-1.5382022,-0.3928889,0.5651984,0.1832986,0.7423479,4,-0.01483545,27.5842516
-1,2012.06.22,1.25475,1.25827,1.25191,1.25677,76329,0.0050802,0.0016099,-0.0132997,-1.572785,0.3622642,-1.0371348,0.6094636,0.3744499,-1.5847433,5,-0.01445941,25.36654387
-1,2012.06.25,1.25544,1.25575,1.2471,1.25008,72487,0.0069361,-0.0042694,-0.0060271,-0.9559847,-0.4626437,-0.5130619,0.4635848,-0.3291466,-2.5875433,1,-0.01445331,24.5174685
-1,2012.06.26,1.25003,1.25298,1.24419,1.2491,82709,0.0070648,-0.000744,-0.015511,-0.8675463,0.0139718,-1.3951583,0.4422154,-0.43813,-0.779657,2,-0.01444893,24.42905355
-1,2012.06.27,1.24911,1.25074,1.24454,1.24686,77962,0.0049818,-0.0018013,-0.0180272,-1.3482871,-0.2010595,-1.6187232,0.3933711,-0.7950966,-1.4059693,3,-0.01451665,24.34905906
1,2012.06.28,1.24686,1.25236,1.24071,1.24403,87821,0.0093898,-0.0022697,-0.0085435,-0.0919776,-0.2583731,-0.7861602,0.3316616,-1.2812353,0.2147051,4,-0.01467984,24.96006991
-1,2012.06.29,1.24402,1.26918,1.24331,1.26655,99444,0.0208074,0.0181106,0.0088495,2.5972878,2.3151071,0.7877937,0.7750415,1.440345,1.9698847,5,-0.01350525,23.3918913
1,2012.07.02,1.26696,1.26703,1.2568,1.25846,75159,0.0081397,-0.006709,0.0067438,-0.4421456,-0.7913609,0.5329029,0.5225199,0.3586042,-1.6289919,1,-0.01288698,21.97306303
-1,2012.07.03,1.25845,1.26257,1.25588,1.26058,72204,0.0053269,0.0016926,0.0091825,-1.0250682,0.2457378,0.702859,0.5849279,0.5564021,-1.8033523,2,-0.01218264,21.05669379
-1,2012.07.04,1.26057,1.26063,1.2508,1.25261,67460,0.007859,-0.0063146,0.0046116,-0.3903358,-0.6965923,0.3452365,0.3503091,-0.4797101,-2.0292184,3,-0.01197136,21.47127269
-1,2012.07.05,1.25262,1.25375,1.23637,1.23901,82763,0.0140573,-0.0108652,-0.0040273,0.9598447,-1.1857153,-0.4522922,0.0689115,-1.9429107,-0.1789474,4,-0.0125049,23.33256285
1,2012.07.06,1.23899,1.24008,1.22598,1.22875,79040,0.011501,-0.0082648,-0.0301588,0.3663488,-0.8126514,-2.5100639,0.0568789,-2.4750509,-0.5593946,5,-0.01349677,25.97315225
-1,2012.07.09,1.22659,1.2323,1.22557,1.23135,73736,0.0054913,0.0038807,-0.0215344,-0.9292181,0.6315188,-1.5510921,0.117695,-1.9409754,-1.0806661,1,-0.01416293,28.43367025
-1,2012.07.10,1.23135,1.23331,1.22351,1.2251,76793,0.0080097,-0.0050757,-0.0281381,-0.3409632,-0.5083992,-1.7926557,0.0310729,-2.0787588,-0.6475685,2,-0.01503925,30.91322016
-1,2012.07.11,1.22512,1.22957,1.22124,1.22422,76041,0.0068209,-0.0007346,-0.0226725,-0.5753246,0.110693,-1.2459238,0.0557635,-1.8305842,-0.6623787,3,-0.01579415,33.47447951
1,2012.07.12,1.22422,1.22475,1.2167,1.21989,79116,0.0066163,-0.0035369,-0.0154158,-0.611042,-0.2170929,-0.6532611,0.055019,-1.8270368,-0.2462222,4,-0.01663395,36.36883431
1,2012.07.13,1.21988,1.22554,1.21622,1.22485,73513,0.0076631,0.0040742,-0.0014186,-0.3896237,0.8042389,0.3584889,0.1476223,-1.3492362,-0.8633478,5,-0.01702399,38.62394438
1,2012.07.16,1.22498,1.22889,1.21753,1.22695,66899,0.0093304,0.0016082,-0.0035733,0.0896065,0.3924512,0.2565276,0.1851277,-1.0990172,-1.4924384,1,-0.01718181,39.41103704
-1,2012.07.17,1.22693,1.23156,1.2189,1.22887,77830,0.0103864,0.0015812,0.0030609,0.4020029,0.4662712,0.8424949,0.218254,-0.8946891,-0.1338536,2,-0.01714726,39.26946806
-1,2012.07.18,1.2289,1.23052,1.22166,1.22802,77059,0.0072524,-0.0007161,0.003104,-0.4084454,0.1250888,0.9077929,0.2190459,-0.8721117,-0.1628348,3,-0.01710081,39.14138184
-1,2012.07.19,1.22804,1.23214,1.2229,1.22742,81345,0.0075558,-0.0005049,0.0061809,-0.2617324,0.0759486,1.0732666,0.2114804,-0.825087,0.498828,4,-0.01703017,38.25894009
-1,2012.07.20,1.22741,1.22823,1.2144,1.21551,76812,0.0113883,-0.0096952,-0.0077307,0.7071683,-1.2974481,-0.0542292,0.0202629,-1.4652069,-0.1398963,5,-0.0175724,38.69211666
-1,2012.07.23,1.21217,1.21438,1.20669,1.21153,86146,0.0063728,-0.000528,-0.0125517,-0.6675885,0.1297167,-0.4116013,0.0774524,-1.5262339,1.0559501,1,-0.01820108,40.30818899
1,2012.07.24,1.21152,1.21368,1.20418,1.20602,85876,0.0078892,-0.0045398,-0.0186183,-0.2631414,-0.4774322,-0.8732829,0.0283077,-1.6397963,0.9792335,2,-0.01898828,42.06524734
1,2012.07.25,1.20604,1.21681,1.20529,1.21479,86998,0.0095579,0.0072551,-0.0107896,0.1388953,1.2623545,-0.2898876,0.1632308,-1.0065354,1.0378964,3,-0.01911035,42.54309884
1,2012.07.26,1.2148,1.23276,1.21172,1.22788,86590,0.0173637,0.0107672,0.0003829,1.9894876,1.5760862,0.5647614,0.3646154,-0.1831243,1.001515,4,-0.01841176,40.38600883
-1,2012.07.27,1.22787,1.23889,1.22417,1.23211,88386,0.0120245,0.0034531,0.0164498,0.9914655,0.8079981,1.7292265,0.4443914,0.2033478,1.5813117,5,-0.01749874,37.28210989
1,2012.07.30,1.23012,1.23099,1.22251,1.22548,71863,0.0069365,-0.003772,0.0115227,-0.6666719,-0.4934264,1.308563,0.3647885,-0.1643667,-1.0104961,1,-0.01701115,34.86250029
-1,2012.07.31,1.22548,1.23289,1.22487,1.22989,79110,0.0065476,0.0035986,0.0197755,-0.8319634,0.7979498,1.774324,0.4554473,0.3906435,0.0708198,2,-0.0162767,32.00404751
-1,2012.08.01,1.22989,1.23357,1.22175,1.22287,75656,0.0096746,-0.0057078,0.0066431,0.1857489,-0.8565165,0.843218,0.3770426,-0.2146504,-0.6003633,3,-0.01597075,30.06848379
1,2012.08.02,1.22286,1.24011,1.21337,1.21822,89237,0.0220378,-0.0037944,-0.0078591,3.1114942,-0.6305076,-0.1524725,0.3907598,-0.7492617,1.6144926,4,-0.01590564,29.04152795
1,2012.08.03,1.2182,1.23918,1.21662,1.23848,81209,0.0185432,0.0166475,0.0067961,1.9324171,2.6014881,0.791867,0.954634,1.8804248,0.2782184,5,-0.01465463,28.11237743
